plate,mjd,fiberid,z_log_abs_p2p5,z_log_abs_p16,z_log_abs_median,z_log_abs_p84,z_log_abs_p97p5,z_log_abs_mode,dr4_index,age_logyr_rband_p2p5,age_logyr_rband_p16,age_logyr_rband_median,age_logyr_rband_p84,age_logyr_rband_p97p5,age_logyr_rband_mode
813,52354,197,-2.0257,-1.9212,-1.787,-1.6496,-1.4766,-1.7202,210116,9.5472,9.7311,9.8551,9.9481,10.0207,9.9146
813,52354,467,-1.6508,-1.5743,-1.5294,-1.4674,-1.4082,-1.4823,210315,9.7433,9.8673,9.9296,9.9975,10.0355,9.9307
813,52354,477,-2.5539,-2.2207,-1.8993,-1.5481,-1.3462,-1.7703,210324,9.1427,9.2986,9.4613,9.6299,9.7629,9.4828
813,52354,492,-2.5334,-2.2981,-2.0996,-1.9093,-1.6952,-2.1835,210333,9.425,9.567,9.7247,9.8487,9.962,9.7541
815,52374,77,-1.6207,-1.5816,-1.5572,-1.5149,-1.468,-1.5575,210888,9.8778,9.9561,10.0198,10.0505,10.072,10.0421
815,52374,480,-2.3553,-2.0316,-1.6662,-1.4188,-1.3232,-1.4323,211184,9.1219,9.2503,9.3994,9.5455,9.6561,9.3067
815,52374,489,-2.847,-2.6082,-2.4064,-2.1678,-1.8545,-2.4652,211191,9.345,9.4719,9.611,9.7287,9.8419,9.6905
815,52374,498,-1.5009,-1.4988,-1.4652,-1.3797,-1.3761,-1.4949,211198,9.6913,9.7008,9.9454,9.9896,9.9989,9.9945
816,52379,395,-1.8642,-1.766,-1.6687,-1.5773,-1.4899,-1.6576,211610,9.5741,9.776,9.8961,9.9757,10.0248,9.9143
816,52379,421,-1.6823,-1.6475,-1.6116,-1.5898,-1.5585,-1.6013,211634,9.7971,9.8157,9.8911,9.9449,9.9987,9.8982
816,52379,428,-1.7919,-1.7248,-1.6827,-1.6151,-1.4679,-1.6952,211641,9.4694,9.6934,9.822,9.9099,9.9843,9.9149
816,52379,502,-1.827,-1.718,-1.5877,-1.4904,-1.3983,-1.5575,211696,9.6353,9.7768,9.8782,9.9677,10.0267,9.9628
816,52379,553,-1.6668,-1.6472,-1.639,-1.6333,-1.5945,-1.6326,211735,9.974,10.0127,10.0264,10.063,10.0723,10.0263
817,52381,1,-1.9159,-1.8091,-1.6872,-1.5427,-1.3308,-1.7766,211798,9.3559,9.5426,9.7053,9.8279,9.9244,9.7222
817,52381,30,-1.6358,-1.6195,-1.6154,-1.5889,-1.5393,-1.6138,211819,9.8028,9.9439,9.9956,10.0062,10.0094,10.0104
817,52381,36,-2.116,-1.9372,-1.7365,-1.532,-1.3813,-1.6827,211823,9.2521,9.4019,9.5531,9.6963,9.7899,9.4343
817,52381,40,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,211827,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
817,52381,45,-1.6526,-1.6036,-1.567,-1.5454,-1.474,-1.5637,211829,9.6685,9.8155,9.9247,9.9628,9.9994,9.9622
817,52381,49,-2.8172,-2.651,-2.451,-2.2682,-2.1056,-2.4151,211832,9.0898,9.1644,9.291,9.4216,9.5114,9.3065
817,52381,50,-2.8219,-2.6535,-2.4689,-2.2974,-2.0636,-2.4151,211833,9.1842,9.287,9.3992,9.5094,9.6072,9.4023
817,52381,59,-2.6222,-2.3372,-1.9465,-1.5594,-1.3511,-1.8517,211839,9.1728,9.3293,9.4828,9.6373,9.7756,9.5304
817,52381,85,-3.029,-2.7513,-2.3723,-1.8966,-1.4424,-2.5716,211861,8.7256,8.8224,8.9638,9.1407,9.376,8.9225
817,52381,229,-1.7086,-1.6285,-1.5394,-1.4662,-1.3624,-1.5199,211959,9.7022,9.807,9.8745,9.9777,10.0091,9.8504
817,52381,230,-2.7411,-2.4631,-2.138,-1.7595,-1.4265,-2.2586,211960,8.976,9.0822,9.2066,9.357,9.4891,9.227
817,52381,267,-2.2431,-2.0893,-1.9409,-1.7921,-1.5688,-1.883,211988,9.3843,9.5308,9.6663,9.8142,9.9029,9.61
817,52381,279,-2.8255,-2.6033,-2.3567,-2.0541,-1.6999,-2.3587,211997,9.389,9.5618,9.7211,9.8646,9.9957,9.7069
817,52381,616,-2.0576,-1.9574,-1.8433,-1.7219,-1.594,-1.8266,212258,9.5679,9.7403,9.8391,9.9292,9.9958,9.8341
817,52381,619,-1.8236,-1.7471,-1.6507,-1.5395,-1.3639,-1.6764,212260,9.5124,9.6787,9.8251,9.9409,9.9923,9.7863
818,52395,347,-1.7671,-1.7163,-1.6216,-1.5536,-1.343,-1.6201,212522,9.4282,9.5757,9.7159,9.8699,9.9321,9.6907
818,52395,382,-1.837,-1.7524,-1.6251,-1.4727,-1.357,-1.6138,212544,9.4192,9.5788,9.7292,9.8541,9.9487,9.8341
818,52395,423,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,212574,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
818,52395,590,-2.0906,-1.9735,-1.8611,-1.7313,-1.5707,-1.9268,212667,9.4208,9.538,9.6581,9.7475,9.8379,9.7067
818,52395,594,-1.9522,-1.8701,-1.7593,-1.6726,-1.3626,-1.714,212670,9.3681,9.5609,9.744,9.7923,9.8548,9.7701
818,52395,595,-1.8877,-1.8204,-1.7115,-1.6173,-1.4986,-1.6576,212671,9.5362,9.7004,9.8296,9.9114,9.9884,9.8505
829,52296,344,-2.6818,-2.5581,-2.4245,-2.3108,-2.1462,-2.3525,215386,9.3799,9.4938,9.6099,9.7079,9.7724,9.6425
829,52296,370,-1.7501,-1.7297,-1.6745,-1.6382,-1.63,-1.6326,215405,9.8462,9.8926,9.9594,10.0191,10.0399,9.9627
829,52296,389,-1.6634,-1.5823,-1.5234,-1.4314,-1.3515,-1.57,215418,9.5615,9.7206,9.8461,9.9391,9.9892,9.9784
829,52296,392,-1.6264,-1.566,-1.4957,-1.4161,-1.3338,-1.451,215421,9.6484,9.7277,9.8325,9.9349,9.9899,9.8825
829,52296,400,-2.9103,-2.6875,-2.4391,-2.1876,-1.775,-2.4151,215428,9.0714,9.1605,9.2988,9.4456,9.5561,9.3062
829,52296,402,-1.8281,-1.7479,-1.6909,-1.5992,-1.5159,-1.7327,215430,9.7445,9.8551,9.9479,10.0034,10.04,9.9628
829,52296,407,-1.6063,-1.5589,-1.4983,-1.4147,-1.362,-1.5387,215434,9.7331,9.7998,9.8759,9.9648,10.0061,9.8348
829,52296,419,-2.0143,-1.812,-1.5931,-1.4256,-1.3219,-1.5825,215443,9.2688,9.4133,9.5724,9.7089,9.7908,9.7062
829,52296,438,-2.103,-1.9876,-1.8684,-1.7446,-1.5729,-1.8642,215459,9.3805,9.5478,9.6676,9.8031,9.8649,9.6744
829,52296,444,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,215463,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
829,52296,621,-2.6068,-2.3949,-2.1587,-1.9036,-1.5963,-2.1396,215585,9.1987,9.3526,9.4973,9.6573,9.7763,9.5309
829,52296,622,-1.5735,-1.5575,-1.5169,-1.5017,-1.467,-1.5011,215586,9.8117,9.9157,9.9421,9.991,10.0199,9.9305
829,52296,629,-1.4744,-1.4454,-1.3815,-1.3288,-1.3151,-1.3258,215591,9.6233,9.7246,9.835,9.9163,9.9968,9.8507
830,52293,127,-3.0216,-2.7168,-2.3489,-1.8298,-1.4059,-2.4151,215694,9.0406,9.1717,9.3303,9.4943,9.6371,9.3382
830,52293,133,-1.6337,-1.571,-1.5024,-1.4364,-1.3281,-1.4698,215698,9.6112,9.794,9.8984,9.9729,10.0064,9.979
830,52293,136,-2.5099,-2.3707,-2.1871,-2.0138,-1.8215,-2.1584,215701,9.3146,9.417,9.5616,9.6756,9.7474,9.723
832,52312,110,-1.4871,-1.4241,-1.3676,-1.3251,-1.3062,-1.3697,216461,9.6888,9.7737,9.8501,9.9461,9.9837,9.947
832,52312,115,-2.3045,-2.1384,-1.9542,-1.7482,-1.489,-2.0144,216464,9.2559,9.4255,9.5594,9.715,9.807,9.5301
832,52312,151,-1.8222,-1.7071,-1.5853,-1.4416,-1.3287,-1.5512,216485,9.3305,9.5347,9.6614,9.8027,9.9116,9.5784
832,52312,180,-1.6441,-1.6258,-1.6027,-1.5601,-1.552,-1.6013,216496,9.9315,9.9514,10.0199,10.0383,10.0552,10.042
832,52312,553,-2.1862,-2.0372,-1.9505,-1.8425,-1.75,-1.908,216700,9.6781,9.7703,9.8539,9.9439,10.0101,9.818
832,52312,556,-2.651,-2.3493,-2.022,-1.6455,-1.3907,-1.9456,216703,8.7212,8.8037,8.8931,8.99,9.1383,8.9063
832,52312,595,-2.3911,-2.0596,-1.6901,-1.4239,-1.3232,-1.6138,216716,9.1885,9.3251,9.4798,9.6169,9.722,9.5306
834,52316,133,-2.0381,-1.8294,-1.6213,-1.4393,-1.3306,-1.5387,217179,9.2488,9.4059,9.5482,9.7053,9.8104,9.5309
834,52316,135,-1.794,-1.6792,-1.563,-1.4233,-1.3293,-1.5074,217180,9.471,9.5649,9.7092,9.8595,9.951,9.6582
834,52316,183,-1.5341,-1.4261,-1.3701,-1.3381,-1.3113,-1.3509,217206,9.6158,9.695,9.8093,9.8768,9.9138,9.7062
834,52316,188,-3.1035,-2.8614,-2.511,-2.0657,-1.558,-2.4902,217210,8.8627,9.0155,9.1787,9.3787,9.5606,9.1462
834,52316,221,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,217227,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
834,52316,452,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,217363,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
834,52316,454,-2.9604,-2.7479,-2.5194,-2.2723,-1.9252,-2.6592,217365,8.8866,8.998,9.1114,9.2617,9.414,9.0348
834,52316,526,-2.5424,-2.3795,-2.1798,-1.919,-1.632,-2.3775,217402,9.1759,9.3016,9.4711,9.632,9.7546,9.499
834,52316,574,-1.9156,-1.7802,-1.6403,-1.5112,-1.3369,-1.6514,217430,9.2341,9.4144,9.5778,9.7257,9.8267,9.6107
835,52326,137,-1.6028,-1.5607,-1.5231,-1.4891,-1.3668,-1.4886,217577,9.7621,9.8034,9.8445,9.9376,9.9654,9.8507
835,52326,186,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,217620,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
835,52326,191,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,217624,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
835,52326,194,-1.5719,-1.5622,-1.5584,-1.4822,-1.415,-1.5575,217627,9.6458,9.7718,9.9325,9.9425,9.9464,9.9468
835,52326,201,-1.7514,-1.6895,-1.6094,-1.5393,-1.4763,-1.5762,217632,9.6362,9.7709,9.8826,9.966,10.0099,9.9628
835,52326,203,-1.6825,-1.6039,-1.5389,-1.4362,-1.3233,-1.4761,217634,9.5183,9.5993,9.7722,9.8918,9.9706,9.7545
835,52326,211,-1.8076,-1.7187,-1.6179,-1.4834,-1.339,-1.6952,217640,9.4275,9.5562,9.7363,9.8478,9.9496,9.8025
835,52326,236,-2.9743,-2.7258,-2.4083,-2.0682,-1.6852,-2.6029,217663,9.3397,9.5106,9.6754,9.8287,9.9678,9.7068
835,52326,319,-1.9602,-1.8195,-1.7308,-1.6972,-1.5645,-1.7202,217724,9.5223,9.6856,9.7619,9.8079,9.8638,9.7703
835,52326,355,-1.5359,-1.5079,-1.4678,-1.4469,-1.3549,-1.4636,217751,9.701,9.7597,9.8431,9.9349,10.0175,9.8508
835,52326,358,-2.0569,-1.8438,-1.6127,-1.4194,-1.3283,-1.4385,217753,9.3659,9.4809,9.6212,9.7668,9.8603,9.7062
836,52376,241,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,218118,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
836,52376,249,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,218124,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
841,52375,374,-2.1742,-2.0108,-1.8732,-1.7232,-1.5719,-1.9769,220742,9.6803,9.8163,9.9268,10.0142,10.064,9.9147
841,52375,380,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,220746,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
841,52375,406,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,220768,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
841,52375,407,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,220769,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
849,52439,42,-3.1785,-2.8883,-2.4903,-1.988,-1.4542,-2.4151,224402,9.0276,9.183,9.3819,9.5525,9.7051,9.45
849,52439,44,-1.8646,-1.7777,-1.6498,-1.5089,-1.376,-1.714,224404,9.7094,9.8454,9.9559,10.0293,10.0707,10.0103
849,52439,50,-1.8247,-1.7384,-1.6562,-1.5779,-1.4515,-1.714,224407,9.6935,9.8368,9.9318,10.003,10.059,9.9463
849,52439,56,-2.2655,-2.0846,-1.9292,-1.7022,-1.4546,-1.9581,224409,9.2474,9.3594,9.5074,9.635,9.7152,9.5307
849,52439,89,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,224437,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
849,52439,91,-2.8821,-2.6967,-2.5029,-2.3339,-2.0646,-2.4151,224439,9.2364,9.3383,9.4522,9.5648,9.6686,9.4821
851,52376,181,-1.7327,-1.6472,-1.5826,-1.542,-1.4653,-1.5637,225520,9.7089,9.801,9.8761,9.9652,10.006,9.882
851,52376,191,-1.6987,-1.6432,-1.5568,-1.4902,-1.3754,-1.5637,225529,9.5539,9.7101,9.8184,9.9059,9.9765,9.8667
851,52376,193,-1.9139,-1.8041,-1.6703,-1.5339,-1.3551,-1.7265,225531,9.3119,9.4955,9.6494,9.782,9.89,9.691
851,52376,231,-2.1384,-2.0119,-1.9059,-1.7886,-1.6254,-1.8767,225559,9.3625,9.5072,9.6101,9.7641,9.8549,9.578
853,52374,626,-1.8125,-1.7577,-1.7205,-1.6858,-1.5816,-1.7077,226781,9.5172,9.6615,9.7181,9.7513,9.8004,9.7542
853,52374,628,-1.8845,-1.7906,-1.6781,-1.5503,-1.4097,-1.6764,226783,9.4366,9.6128,9.7689,9.8807,9.9577,9.8826
853,52374,638,-1.7418,-1.6932,-1.6524,-1.6279,-1.6141,-1.6451,226789,9.9009,9.9216,9.9574,10.0118,10.0567,9.9461
854,52373,54,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,226837,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
854,52373,58,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,226839,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
854,52373,341,-2.5839,-2.4741,-2.3842,-2.2913,-2.18,-2.3838,227074,9.478,9.5788,9.7065,9.7703,9.8145,9.7546
854,52373,352,-1.6323,-1.5885,-1.5732,-1.5435,-1.5392,-1.5825,227080,9.8113,9.8751,9.9293,9.9878,9.9938,9.9944
854,52373,397,-2.8302,-2.6283,-2.4003,-2.1352,-1.7092,-2.6029,227112,8.9894,9.0937,9.2074,9.3639,9.5061,9.3068
855,52375,296,-1.7731,-1.6107,-1.4867,-1.3703,-1.3137,-1.5199,227502,9.3662,9.4972,9.6217,9.7489,9.862,9.5786
858,52316,406,-2.6503,-2.3575,-2.018,-1.6566,-1.393,-2.0958,228833,8.7956,8.8748,8.9626,9.0589,9.2807,8.971
858,52316,407,-2.5503,-2.3868,-2.2128,-2.0147,-1.7741,-2.1897,228834,9.209,9.3089,9.428,9.5811,9.6872,9.3869
858,52316,420,-2.2748,-2.0806,-1.7529,-1.4712,-1.3289,-1.595,228843,8.7809,8.8664,8.9558,9.0494,9.1499,8.9705
858,52316,485,-1.6909,-1.5677,-1.4661,-1.3781,-1.3098,-1.4636,228885,9.5735,9.6696,9.7838,9.8858,9.9661,9.8665
859,52317,129,-1.7521,-1.6349,-1.5558,-1.4359,-1.3258,-1.5074,229068,9.4809,9.5778,9.6817,9.8274,9.929,9.6747
859,52317,284,-1.7887,-1.68,-1.6027,-1.5116,-1.4517,-1.6201,229170,9.6317,9.7455,9.8557,9.9545,10.0047,9.8666
859,52317,299,-1.7352,-1.6686,-1.5757,-1.4417,-1.3412,-1.595,229178,9.4717,9.6465,9.8075,9.9326,9.9625,9.963
864,52320,523,-1.8061,-1.6964,-1.5603,-1.4285,-1.3346,-1.4949,230844,9.2338,9.3982,9.5165,9.7029,9.7963,9.4024
864,52320,564,-3.2033,-2.9839,-2.661,-2.2837,-1.6616,-2.6404,230864,8.9126,9.0534,9.23,9.4003,9.5507,9.131
865,52323,284,-1.7477,-1.6952,-1.6522,-1.6216,-1.5596,-1.6639,231124,9.7779,9.8861,9.9576,10.0144,10.0488,10.0261
865,52323,290,-1.96,-1.7958,-1.6063,-1.4403,-1.3315,-1.5262,231129,9.1925,9.3099,9.4517,9.575,9.654,9.483
870,52325,364,-1.683,-1.5729,-1.4393,-1.3486,-1.3112,-1.4197,231552,9.3436,9.4041,9.5161,9.6836,9.7985,9.499
870,52325,368,-1.7971,-1.7371,-1.6925,-1.6433,-1.5971,-1.6764,231554,9.691,9.7956,9.899,9.9518,9.9981,9.9142
870,52325,401,-2.1589,-2.027,-1.9274,-1.7879,-1.6689,-1.9769,231567,9.6799,9.8108,9.9097,9.9931,10.0593,9.9141
870,52325,413,-2.4351,-2.2818,-2.1106,-1.9065,-1.7235,-2.0019,231572,9.3675,9.5417,9.6939,9.8077,9.8753,9.8186
872,52339,13,-2.69,-2.3703,-1.952,-1.5529,-1.3494,-1.8329,231704,8.8773,8.9951,9.1353,9.2877,9.4593,9.0827
872,52339,63,-2.237,-2.0271,-1.7412,-1.4822,-1.3321,-1.6326,231740,9.1889,9.3067,9.4496,9.606,9.7,9.4023
872,52339,119,-1.4273,-1.3758,-1.3594,-1.306,-1.3016,-1.3571,231776,9.7403,9.7525,9.9232,9.9867,9.9941,9.9941
872,52339,154,-1.8404,-1.7402,-1.6399,-1.4764,-1.3181,-1.3384,231795,9.3451,9.5334,9.7365,9.8688,9.9435,9.7544
873,52674,165,-1.7844,-1.7276,-1.6619,-1.5971,-1.527,-1.6701,232238,9.7207,9.8618,9.9494,10.0067,10.0411,9.963
873,52674,170,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,232241,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
873,52674,175,-1.7666,-1.6935,-1.6695,-1.3598,-1.3572,-1.3571,232246,9.4837,9.4907,9.8188,9.8915,9.9603,9.4985
873,52674,196,-1.5171,-1.4499,-1.4132,-1.3492,-1.3449,-1.4135,232265,9.6758,9.6867,9.8278,9.9186,10.0055,9.6901
874,52338,282,-1.6663,-1.5371,-1.4504,-1.3576,-1.3175,-1.4636,232842,9.6146,9.7205,9.835,9.9432,9.9986,9.9467
874,52338,287,-2.1156,-1.9321,-1.7773,-1.7121,-1.6568,-1.764,232846,9.5627,9.7132,9.779,9.8454,9.9364,9.7866
880,52367,290,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,235577,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
880,52367,291,-1.6338,-1.6052,-1.5809,-1.5599,-1.5272,-1.6013,235578,9.7893,9.8785,9.9256,9.9729,9.9787,9.9785
880,52367,293,-1.7152,-1.6727,-1.6429,-1.5959,-1.5773,-1.6451,235580,9.9038,9.9348,10.0036,10.0441,10.0641,10.0427
880,52367,298,-1.6385,-1.5734,-1.554,-1.4968,-1.3219,-1.5512,235583,9.5363,9.6946,9.8528,9.8938,9.9461,9.866
884,52374,42,-1.9626,-1.8176,-1.6473,-1.5041,-1.3396,-1.5637,237337,9.431,9.635,9.7812,9.9092,9.9733,9.7386
884,52374,43,-1.8336,-1.6968,-1.5742,-1.4776,-1.3457,-1.5637,237338,9.509,9.7021,9.8289,9.9309,9.9806,9.9462
884,52374,51,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,237345,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
884,52374,534,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,237686,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
884,52374,537,-1.8996,-1.8042,-1.7137,-1.6103,-1.5044,-1.6576,237688,9.5757,9.7759,9.9058,9.9843,10.0376,9.9462
884,52374,539,-2.5243,-2.2748,-2.0387,-1.735,-1.4805,-2.1396,237690,8.9441,9.0245,9.1068,9.2089,9.3275,9.0823
891,52584,442,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,240559,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
891,52584,447,-1.6665,-1.5662,-1.4764,-1.4014,-1.332,-1.4698,240562,9.5737,9.662,9.7998,9.9365,9.9927,9.802
891,52584,525,-2.4981,-2.262,-2.0489,-1.7715,-1.4668,-2.1021,240616,9.3078,9.4671,9.6301,9.7763,9.8633,9.5626
891,52584,529,-1.6739,-1.6202,-1.5549,-1.5003,-1.3328,-1.57,240619,9.6041,9.7564,9.8676,9.9348,9.9897,9.834
895,52581,233,-1.9543,-1.8336,-1.7013,-1.5468,-1.4077,-1.7453,242349,9.4677,9.6667,9.8154,9.9308,9.9701,9.9465
895,52581,239,-1.543,-1.5236,-1.4459,-1.3686,-1.3642,-1.3634,242353,9.6776,9.765,9.8295,9.9714,10.0073,9.8345
895,52581,387,-2.3404,-2.1139,-1.9152,-1.7531,-1.5985,-1.883,242463,9.5109,9.6831,9.8087,9.9302,10.0078,9.8345
895,52581,392,-1.7358,-1.4796,-1.4141,-1.3091,-1.3036,-1.3071,242468,9.1381,9.2304,9.2473,9.3945,9.6501,9.2426
895,52581,423,-1.569,-1.5286,-1.4874,-1.4591,-1.4411,-1.4886,242496,9.8506,9.8802,9.9322,9.9941,10.0283,9.9949
895,52581,424,-1.5354,-1.4819,-1.4346,-1.3555,-1.3081,-1.4385,242497,9.7412,9.8049,9.9094,9.9572,10.01,9.9468
895,52581,433,-2.102,-1.9503,-1.8137,-1.6231,-1.4519,-1.908,242504,9.3494,9.5153,9.6508,9.807,9.8944,9.6583
895,52581,438,-2.6774,-2.3681,-1.9884,-1.6702,-1.43,-1.8517,242508,9.1177,9.2774,9.4476,9.6202,9.7504,9.4982
895,52581,473,-1.8531,-1.7597,-1.6575,-1.5782,-1.4598,-1.6701,242536,9.4627,9.6009,9.7242,9.8457,9.9305,9.7704
898,52606,550,-1.8759,-1.7896,-1.694,-1.5938,-1.4123,-1.6701,243760,9.5594,9.7604,9.867,9.9463,10.0033,9.8506
898,52606,558,-1.7186,-1.6313,-1.5595,-1.4812,-1.3832,-1.6263,243766,9.6263,9.8055,9.8848,9.9782,10.0091,9.9306
899,52620,259,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,243965,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
908,52373,28,-1.5745,-1.5153,-1.4783,-1.4399,-1.3969,-1.4385,247860,9.782,9.8616,9.9495,10.0173,10.05,9.9144
909,52379,211,-2.4563,-2.2993,-2.1011,-1.8726,-1.6102,-1.9644,248526,9.3725,9.5174,9.6592,9.7915,9.8529,9.8028
909,52379,223,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,248536,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
909,52379,225,-1.8249,-1.7478,-1.6635,-1.5725,-1.488,-1.6263,248538,9.8053,9.8915,9.9632,10.0242,10.066,10.0106
909,52379,230,-1.6692,-1.545,-1.4389,-1.3535,-1.3055,-1.3509,248540,9.4994,9.5817,9.6796,9.7877,9.8918,9.6269
914,52721,401,-2.5391,-2.3292,-2.0696,-1.7761,-1.4566,-2.0082,251015,9.1372,9.2922,9.4542,9.6204,9.7564,9.4826
914,52721,436,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,251037,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
914,52721,444,-1.6133,-1.5524,-1.4758,-1.3947,-1.3434,-1.4385,251045,9.5932,9.6971,9.801,9.9066,9.9439,9.7069
914,52721,521,-2.8803,-2.6818,-2.4661,-2.2894,-2.0296,-2.4652,251088,9.4034,9.5251,9.6707,9.7875,9.865,9.6908
920,52411,61,-1.5858,-1.5342,-1.472,-1.4644,-1.3784,-1.4636,253396,9.7114,9.833,9.8908,9.9609,10.0238,9.898
920,52411,68,-2.9718,-2.757,-2.4604,-2.1407,-1.6581,-2.6404,253401,9.3855,9.5688,9.7317,9.8887,10.0125,9.7065
920,52411,71,-1.5581,-1.5368,-1.5213,-1.4415,-1.4329,-1.5324,253403,9.8675,9.8813,10.0127,10.0368,10.0579,10.0424
920,52411,73,-2.8622,-2.5961,-2.3256,-1.9147,-1.483,-2.4276,253405,9.313,9.4769,9.6421,9.791,9.9093,9.7063
920,52411,77,-2.5619,-2.2823,-1.9459,-1.6529,-1.4167,-1.883,253408,9.4275,9.5804,9.7461,9.8888,10.0044,9.8026
922,52426,202,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,254308,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
922,52426,212,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,254314,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
922,52426,216,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,254317,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
922,52426,220,-2.3077,-2.0767,-1.7912,-1.5342,-1.3424,-1.7578,254320,9.2979,9.4385,9.5982,9.7383,9.8196,9.6742
922,52426,264,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,254350,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
922,52426,488,-1.9229,-1.8434,-1.7322,-1.628,-1.5361,-1.6201,254509,9.707,9.8317,9.9444,10.0086,10.0609,9.9621
922,52426,499,-1.6892,-1.6003,-1.4963,-1.4206,-1.3373,-1.4636,254518,9.5487,9.6853,9.809,9.9219,9.9721,9.8188
922,52426,503,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,254520,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
922,52426,504,-1.5827,-1.5424,-1.492,-1.4177,-1.309,-1.5324,254521,9.5868,9.711,9.907,9.9908,10.0092,10.0104
922,52426,509,-1.7766,-1.6701,-1.5686,-1.4834,-1.3799,-1.5637,254524,9.5433,9.6696,9.8077,9.9264,9.9772,9.7542
922,52426,512,-1.875,-1.7707,-1.6689,-1.5666,-1.4677,-1.6701,254526,9.64,9.779,9.8782,9.9657,10.0236,9.8667
929,52581,141,-1.8555,-1.6885,-1.5188,-1.3862,-1.312,-1.4823,257132,9.0614,9.214,9.3285,9.495,9.6262,9.2586
929,52581,142,-1.6012,-1.4753,-1.3737,-1.336,-1.3076,-1.3634,257133,9.3052,9.435,9.5303,9.6626,9.7351,9.5944
929,52581,146,-1.7553,-1.6501,-1.5602,-1.4336,-1.3055,-1.5637,257137,9.3905,9.5238,9.6586,9.7931,9.875,9.5305
929,52581,166,-1.5186,-1.463,-1.4431,-1.4199,-1.408,-1.4385,257150,9.8677,9.88,9.9387,9.9607,10.0538,9.9467
929,52581,170,-1.9439,-1.8531,-1.7397,-1.6029,-1.4044,-1.764,257154,9.4378,9.6123,9.7499,9.8648,9.9571,9.7706
929,52581,173,-2.1554,-2.015,-1.8355,-1.6738,-1.4243,-1.8016,257157,9.2348,9.3626,9.512,9.6295,9.722,9.5301
929,52581,191,-1.5224,-1.4639,-1.3848,-1.3268,-1.3107,-1.3258,257170,9.6625,9.7433,9.8424,9.9151,9.9971,9.8663
929,52581,229,-1.8312,-1.735,-1.6154,-1.4603,-1.3427,-1.6138,257199,9.3709,9.5678,9.7067,9.8339,9.9369,9.6741
929,52581,381,-1.623,-1.5666,-1.5289,-1.4621,-1.3342,-1.5637,257305,9.6442,9.7103,9.8626,9.9808,9.9926,9.995
